study,group,tissue,cellType,gene1,gene2,is_marker
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,KHDRBS1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,LCK,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,MAD2L2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,MRPL20,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,NOC2L,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,NUDC,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PARK7,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PEF1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PNRC2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PPP1R8,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RBBP4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RCAN3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RER1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RPA2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RSRP1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SNRNP40,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SPEN,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SRRM1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SRSF4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SSU72,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,STMN1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SYF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SYTL1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SZRD1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,TARDBP,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,TMEM50A,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,UBE2J2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,WASF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,YTHDF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,ZBTB8OS,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,BZW1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,CALM2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,CAPZB,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,CRNN,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,DAPL1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,EEF1B2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,GAS5,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,IL1R2,181,yes
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,IL1RN,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,JUN,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,LMNA,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,MCL1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,PRDX6,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,RBM8A,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,RPL37A,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,RPS27,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,SDC1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,SPRR2A,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,SPRR2E,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,TACSTD2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Cholangiocyte,TXNIP,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,AREG,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,ARPC2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,ATP5G3,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,ATP5I,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,C4orf3,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,CAST,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,CCNI,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,CDKN1A,159,yes
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,CLCA4,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,CLIC1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,COX5B,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,COX7A2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,COX7C,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,CRABP2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,CRCT1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,CSTA,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,DSP,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,DUSP1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,EEF1B2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,ELF3,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,ENO1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,FAM162A,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,FGFBP1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,GUK1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,HES1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,HINT1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,IER3,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,JUN,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,MAL,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,MTATP6P1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,OST4,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,PITX1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,PTMA,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RACK1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPL14,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPL22,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPL24,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPL29,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPL34,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPL35A,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPL37,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPL5,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPS23,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPS27,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPS27A,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,RPSA,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,S100A14,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,S100A2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,S100A8,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,SDC1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,SPINK7,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,SPRR1B,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,SPRR2A,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,SPRR2D,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,SPRR2E,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,TMA7,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,TMPRSS11B,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,TMSB10,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,UQCRH,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Immune Cells-Dendritic Cell,YBX1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,ALDH9A1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,ARPC5,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,ATP6V0B,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,ATPIF1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,AURKAIP1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,CAP1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,CDC42,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,CLCA2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,CLCA4,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,CMPK1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,ECM1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,ELF3,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,ENSA,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,FDPS,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,GAS5,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,GBP6,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,IVL,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,JUN,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,LAD1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,LMNA,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,MCL1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,MRPL20,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,PDIA6,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,PGD,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,PKP1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,PRDX6,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,PSMA5,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,RBM8A,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,RER1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,RPL11,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,RPL22,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,S100A12,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,SCP2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,SDC1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,SDHC,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,SF3B6,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,SH3GLB1,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,TMEM50A,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,TMEM59,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,TPM3,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,TXNIP,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,UQCRH,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,WASF2,1,no
HCA.human_normal.TissueStability,normal,Esophagus,Progenitor Cells,YBX1,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,C7,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,CTGF,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,CYP1B1,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,DUSP1,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,FN1,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,HLA-A,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,HLA-B,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,HSPA1A,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,IFI16,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,JUN,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,NBL1,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,PNRC1,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,RPS12,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,RPS7,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,RPSA,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,RTN4,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,SELENOP,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,SPARCL1,1,no
HCA.human_normal.TissueStability,normal,Lung,Fibroblast,TMSB10,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,AC016739.1,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,AIF1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,ARPC2,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,CCL20,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,CD52,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,CXCL2,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,CXCL3,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,CXCL8,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,CXCR4,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,FCER1G,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,FTH1P10,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,G0S2,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,HSP90AB1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,HSPA1A,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,ID2,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,IER3,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,IL1B,33,yes
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,MTATP6P1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,PNRC1,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,RGS1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,RPL10P9,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,RPL22,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,SOD2,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,TAGLN2,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Granulocyte,ZFP36L2,2,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,AC073861.1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,ATP1B3,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,BTF3,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,C1QA,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,C1QB,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,CD53,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,DBI,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,HEXB,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,HSPE1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,IFI6,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,LRPAP1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,RPL24,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,RPL32,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,RPL35A,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,RPL37A,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,RPL5,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,S100A10,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,S100A4,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Macrophage,S100A6,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,AREG,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,ARPC2,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,BTF3,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,CD74,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,CD83,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,COX7C,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,CXCL3,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,CXCL8,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,EEF1A1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,EEF1B2,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,EREG,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,G0S2,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,GLUL,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,HLA-A,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,HLA-DMA,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,HLA-DRB5,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,HSPA1A,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,HSPA1B,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,HSPB1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,HSPD1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,HSPE1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,IER3,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,PLIN2,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,PNRC1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RACK1,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPL14,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPL24,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPL29,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPL30,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPL31,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPL35A,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPL37,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPL5,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPL7,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPL9,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPS20,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,RPS7,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,SH3BGRL3,1,no
HCA.human_normal.TissueStability,normal,Lung,Immune Cells-Monocyte,SNHG5,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,AC005912.1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,AC016739.1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,AC073621.1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,B2M,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,CCL5,31,yes
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,CFL1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,CMC1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,EEF1A1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,EEF1B2,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,EEF1D,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,EIF1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,FAU,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,FTH1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,HLA-E,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,KLRB1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,NACA,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,PRF1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPL14,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPL23,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPL24,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPL4,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPL5,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPL6,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPL9P9,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPLP0,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPS20,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPS26,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,RPS7,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,S100A4,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-Nk Cell,SERF2,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,AC005912.1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,ACTB,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,ACTG1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,ATP5E,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,B2M,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,CCL5,21,yes
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,CMC1,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,FAU,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,IL32,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,MT-CO3,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,MT-CYB,1,no
HCA.human_normal.TissueStability,normal,Spleen,Immune Cells-T Cell-Cd8+ T Cell,MT-ND2,1,no
